quotation,speaker,cantica,canto
a chi la 'ntende nota non pure in una sola parte come natura lo suo corso prende dal divino 'ntelletto e da sua arte e se tu ben la tua Fisica note tu troverai non dopo molte carte che l'arte vostra quella quanto pote segue come 'l maestro fa 'l discente sì che vostr' arte a Dio quasi è nepote Da queste due se tu ti rechi a mente lo Genesì dal principio convene prender sua vita e avanzar la gente e perché l'usuriere altra via tene per sé natura e per la sua seguace dispregia poi ch'in altro pon la spene Ma seguimi oramai che 'l gir mi piace ché i Pesci guizzan su per l'orizzonta e 'l Carro tutto sovra 'l Coro giace e 'l balzo via là oltra si dismonta,blank,Inferno,11
Forse tu credi che qui sia 'l duca d'Atene che sù nel mondo la morte ti porse Pàrtiti bestia ché questi non vene ammaestrato da la tua sorella ma vassi per veder le vostre pene,blank,Inferno,12
Corri al varco mentre ch'e' 'nfuria è buon che tu ti cale,blank,Inferno,12
Tu pensi forse a questa ruina ch'è guardata da quell' ira bestial ch'i' ora spensi Or vo' che sappi che l'altra fïata ch'i' discesi qua giù nel basso inferno questa roccia non era ancor cascata Ma certo poco pria se ben discerno che venisse colui che la gran preda levò a Dite del cerchio superno da tutte parti l'alta valle feda tremò sì ch'i' pensai che l'universo sentisse amor per lo qual è chi creda più volte il mondo in caòsso converso e in quel punto questa vecchia roccia qui e altrove tal fece riverso Ma ficca li occhi a valle ché s'approccia la riviera del sangue in la qual bolle qual che per vïolenza in altrui noccia,blank,Inferno,12
A qual martiro venite voi che scendete la costa Ditel costinci se non l'arco tiro,blank,Inferno,12
La risposta farem noi a Chirón costà di presso mal fu la voglia tua sempre sì tosta,blank,Inferno,12
Quelli è Nesso che morì per la bella Deianira e fé di sé la vendetta elli stesso E quel di mezzo ch'al petto si mira è il gran Chirón il qual nodrì Achille quell' altro è Folo che fu sì pien d'ira Dintorno al fosso vanno a mille a mille saettando qual anima si svelle del sangue più che sua colpa sortille,blank,Inferno,12
Siete voi accorti che quel di retro move ciò ch'el tocca Così non soglion far li piè d'i morti,blank,Inferno,12
Ben è vivo e sì soletto mostrar li mi convien la valle buia necessità 'l ci 'nduce e non diletto Tal si partì da cantare alleluia che mi commise quest' officio novo non è ladron né io anima fuia Ma per quella virtù per cu' io movo li passi miei per sì selvaggia strada danne un de' tuoi a cui noi siamo a provo e che ne mostri là dove si guada e che porti costui in su la groppa ché non è spirto che per l'aere vada,blank,Inferno,12
Torna e sì li guida e fa cansar s'altra schiera v'intoppa,blank,Inferno,12
E' son tiranni che dier nel sangue e ne l'aver di piglio Quivi si piangon li spietati danni quivi è Alessandro e Dïonisio fero che fé Cicilia aver dolorosi anni E quella fronte c'ha 'l pel così nero è Azzolino e quell' altro ch'è biondo è Opizzo da Esti il qual per vero fu spento dal figliastro sù nel mondo,blank,Inferno,12
Questi ti sia or primo e io secondo,blank,Inferno,12
Colui fesse in grembo a Dio lo cor che 'n su Tamisi ancor si cola,blank,Inferno,12
Sì come tu da questa parte vedi lo bulicame che sempre si scema,blank,Inferno,12
voglio che tu credi che da quest' altra a più a più giù prema lo fondo suo infin ch'el si raggiunge ove la tirannia convien che gema La divina giustizia di qua punge quell' Attila che fu flagello in terra e Pirro e Sesto e in etterno munge le lagrime che col bollor diserra a Rinier da Corneto a Rinier Pazzo che fecero a le strade tanta guerra,blank,Inferno,12
Prima che più entre sappi che se' nel secondo girone,blank,Inferno,13
e sarai mentre che tu verrai ne l'orribil sabbione Però riguarda ben sì vederai cose che torrien fede al mio sermone,blank,Inferno,13
Se tu tronchi qualche fraschetta d'una d'este piante li pensier c'hai si faran tutti monchi,blank,Inferno,13
Perché mi schiante,blank,Inferno,13
Perché mi scerpi non hai tu spirto di pietade alcuno Uomini fummo e or siam fatti sterpi ben dovrebb' esser la tua man più pia se state fossimo anime di serpi,blank,Inferno,13
S'elli avesse potuto creder prima,blank,Inferno,13
anima lesa ciò c'ha veduto pur con la mia rima non averebbe in te la man distesa ma la cosa incredibile mi fece indurlo ad ovra ch'a me stesso pesa Ma dilli chi tu fosti si che 'n vece d'alcun' ammenda tua fama rinfreschi nel mondo sù dove tornar li lece,blank,Inferno,13
Si col dolce dir m'adeschi ch'i' non posso tacere e voi non gravi perch' ïo un poco a ragionar m'inveschi Io son colui che tenni ambo le chiavi del cor di Federigo e che le volsi serrando e diserrando sì soavi che dal secreto suo quasi ogn' uom tolsi fede portai al glorïoso offizio tanto ch'i' ne perde' li sonni e ' polsi La meretrice che mai da l'ospizio di Cesare non torse li occhi putti morte comune e de le corti vizio infiammò contra me li animi tutti e li 'nfiammati infiammar sì Augusto che ' lieti onor tornaro in tristi lutti L'animo mio per disdegnoso gusto credendo col morir fuggir disdegno ingiusto fece me contra me giusto Per le nove radici d'esto legno vi giuro che già mai non ruppi fede al mio segnor che fu d'onor sì degno E se di voi alcun nel mondo riede conforti la memoria mia che giace ancor del colpo che 'nvidia le diede,blank,Inferno,13
Da ch'el si tace,blank,Inferno,13
non perder l'ora ma parla e chiedi a lui se più ti piace,blank,Inferno,13
Domandal tu ancora di quel che credi ch'a me satisfaccia ch'i' non potrei tanta pietà m'accora,blank,Inferno,13
Se l'om ti faccia liberamente ciò che 'l tuo dir priega spirito incarcerato ancor ti piaccia di dirne come l'anima si lega in questi nocchi e dinne se tu puoi s'alcuna mai di tai membra si spiega,blank,Inferno,13
Brievemente sarà risposto a voi Quando si parte l'anima feroce dal corpo ond' ella stessa s'è disvelta Minòs la manda a la settima foce Cade in la selva e non l'è parte scelta ma là dove fortuna la balestra quivi germoglia come gran di spelta Surge in vermena e in pianta silvestra l'Arpie pascendo poi de le sue foglie fanno dolore e al dolor fenestra Come l'altre verrem per nostre spoglie ma non però ch'alcuna sen rivesta ché non è giusto aver ciò ch'om si toglie Qui le strascineremo e per la mesta selva saranno i nostri corpi appesi ciascuno al prun de l'ombra sua molesta,blank,Inferno,13
Or accorri accorri morte,blank,Inferno,13
Lano sì non furo accorte le gambe tue a le giostre dal Toppo,blank,Inferno,13
O Iacopo,blank,Inferno,13
da Santo Andrea che t'è giovato di me fare schermo che colpa ho io de la tua vita rea,blank,Inferno,13
Chi fosti che per tante punte soffi con sangue doloroso sermo,blank,Inferno,13
O anime che giunte siete a veder lo strazio disonesto c'ha le mie fronde sì da me disgiunte raccoglietele al piè del tristo cesto I' fui de la città che nel Batista mutò 'l primo padrone ond' ei per questo sempre con l'arte sua la farà trista e se non fosse che 'n sul passo d'Arno rimane ancor di lui alcuna vista que' cittadin che poi la rifondarno sovra 'l cener che d'Attila rimase avrebber fatto lavorare indarno Io fei gibetto a me de le mie case,blank,Inferno,13
Maestro tu che vinci tutte le cose fuor che ' demon duri ch'a l'intrar de la porta incontra uscinci chi è quel grande che non par che curi lo 'ncendio e giace dispettoso e torto sì che la pioggia non par che 'l maturi,blank,Inferno,14
Qual io fui vivo tal son morto Se Giove stanchi 'l suo fabbro da cui crucciato prese la folgore aguta onde l'ultimo dì percosso fui o s'elli stanchi li altri a muta a muta in Mongibello a la focina negra chiamando 'Buon Vulcano aiuta aiuta' sì com' el fece a la pugna di Flegra e me saetti con tutta sua forza non ne potrebbe aver vendetta allegra,blank,Inferno,14
O Capaneo in ciò che non s'ammorza la tua superbia se' tu più punito nullo martiro fuor che la tua rabbia sarebbe al tuo furor dolor compito,blank,Inferno,14
Quei fu l'un d'i sette regi ch'assiser Tebe ed ebbe e par ch'elli abbia Dio in disdegno e poco par che 'l pregi ma com' io dissi lui li suoi dispetti sono al suo petto assai debiti fregi Or mi vien dietro e guarda che non metti ancor li piedi ne la rena arsiccia ma sempre al bosco tien li piedi stretti,blank,Inferno,14
Tra tutto l'altro ch'i' t'ho dimostrato poscia che noi intrammo per la porta lo cui sogliare a nessuno è negato cosa non fu da li tuoi occhi scorta notabile com' è 'l presente rio che sovra sé tutte fiammelle ammorta,blank,Inferno,14
In mezzo mar siede un paese guasto,blank,Inferno,14
che s'appella Creta sotto 'l cui rege fu già 'l mondo casto Una montagna v'è che già fu lieta d'acqua e di fronde che si chiamò Ida or è diserta come cosa vieta Rëa la scelse già per cuna fida del suo figliuolo e per celarlo meglio quando piangea vi facea far le grida Dentro dal monte sta dritto un gran veglio che tien volte le spalle inver' Dammiata e Roma guarda come süo speglio La sua testa è di fin oro formata e puro argento son le braccia e 'l petto poi è di rame infino a la forcata da indi in giuso è tutto ferro eletto salvo che 'l destro piede è terra cotta e sta 'n su quel più che 'n su l'altro eretto Ciascuna parte fuor che l'oro è rotta d'una fessura che lagrime goccia le quali accolte fóran quella grotta Lor corso in questa valle si diroccia fanno Acheronte Stige e Flegetonta poi sen van giù per questa stretta doccia infin là ove più non si dismonta fanno Cocito e qual sia quello stagno tu lo vedrai però qui non si conta,blank,Inferno,14
Se 'l presente rigagno si diriva così dal nostro mondo perché ci appar pur a questo vivagno,blank,Inferno,14
Tu sai che 'l loco è tondo e tutto che tu sie venuto molto pur a sinistra giù calando al fondo non se' ancor per tutto 'l cerchio vòlto per che se cosa n'apparisce nova non de' addur maraviglia al tuo volto,blank,Inferno,14
Maestro ove si trova Flegetonta e Letè ché de l'un taci e l'altro di' che si fa d'esta piova,blank,Inferno,14
In tutte tue question certo mi piaci,blank,Inferno,14
ma 'l bollor de l'acqua rossa dovea ben solver l'una che tu faci Letè vedrai ma fuor di questa fossa là dove vanno l'anime a lavarsi quando la colpa pentuta è rimossa,blank,Inferno,14
Omai è tempo da scostarsi dal bosco fa che di retro a me vegne li margini fan via che non son arsi e sopra loro ogne vapor si spegne,blank,Inferno,14
Qual maraviglia,blank,Inferno,15
Siete voi qui ser Brunetto,blank,Inferno,15
O figliuol mio non ti dispiaccia se Brunetto Latino un poco teco ritorna 'n dietro e lascia andar la traccia,blank,Inferno,15
Quanto posso ven preco e se volete che con voi m'asseggia faròl se piace a costui che vo seco,blank,Inferno,15
O figliuol,blank,Inferno,15
qual di questa greggia s'arresta punto giace poi cent' anni sanz' arrostarsi quando 'l foco il feggia Però va oltre i' ti verrò a' panni e poi rigiugnerò la mia masnada che va piangendo i suoi etterni danni,blank,Inferno,15
Qual fortuna o destino anzi l'ultimo dì qua giù ti mena e chi è questi che mostra 'l cammino,blank,Inferno,15
Là sù di sopra in la vita serena,blank,Inferno,15
mi smarri' in una valle avanti che l'età mia fosse piena Pur ier mattina le volsi le spalle questi m'apparve tornand'ïo in quella e reducemi a ca per questo calle,blank,Inferno,15
Se tu segui tua stella non puoi fallire a glorïoso porto se ben m'accorsi ne la vita bella e s'io non fossi sì per tempo morto veggendo il cielo a te così benigno dato t'avrei a l'opera conforto Ma quello ingrato popolo maligno che discese di Fiesole ab antico e tiene ancor del monte e del macigno ti si farà per tuo ben far nimico ed è ragion ché tra li lazzi sorbi si disconvien fruttare al dolce fico Vecchia fama nel mondo li chiama orbi gent' è avara invidiosa e superba dai lor costumi fa che tu ti forbi La tua fortuna tanto onor ti serba che l'una parte e l'altra avranno fame di te ma lungi fia dal becco l'erba Faccian le bestie fiesolane strame di lor medesme e non tocchin la pianta s'alcuna surge ancora in lor letame in cui riviva la sementa santa di que' Roman che vi rimaser quando fu fatto il nido di malizia tanta,blank,Inferno,15
Se fosse tutto pieno il mio dimando,blank,Inferno,15
voi non sareste ancora de l'umana natura posto in bando ché 'n la mente m'è fitta e or m'accora la cara e buona imagine paterna di voi quando nel mondo ad ora ad ora m'insegnavate come l'uom s'etterna e quant' io l'abbia in grado mentr' io vivo convien che ne la mia lingua si scerna Ciò che narrate di mio corso scrivo e serbolo a chiosar con altro testo a donna che saprà s'a lei arrivo Tanto vogl' io che vi sia manifesto pur che mia coscïenza non mi garra ch'a la Fortuna come vuol son presto Non è nuova a li orecchi miei tal arra però giri Fortuna la sua rota come le piace e 'l villan la sua marra,blank,Inferno,15
Bene ascolta chi la nota,blank,Inferno,15
Saper d'alcuno è buono de li altri fia laudabile tacerci ché 'l tempo saria corto a tanto suono In somma sappi che tutti fur cherci e litterati grandi e di gran fama d'un peccato medesmo al mondo lerci Priscian sen va con quella turba grama e Francesco d'Accorso anche e vedervi s'avessi avuto di tal tigna brama colui potei che dal servo de' servi fu trasmutato d'Arno in Bacchiglione dove lasciò li mal protesi nervi Di più direi ma 'l venire e 'l sermone più lungo esser non può però ch'i' veggio là surger nuovo fummo del sabbione Gente vien con la quale esser non deggio Sieti raccomandato il mio Tesoro nel qual io vivo ancora e più non cheggio,blank,Inferno,15
Sòstati tu ch'a l'abito ne sembri essere alcun di nostra terra prava,blank,Inferno,16
Or aspetta,blank,Inferno,16
a costor si vuole esser cortese E se non fosse il foco che saetta la natura del loco i' dicerei che meglio stesse a te che a lor la fretta,blank,Inferno,16
Se miseria d'esto loco sollo rende in dispetto noi e nostri prieghi,blank,Inferno,16
e 'l tinto aspetto e brollo la fama nostra il tuo animo pieghi a dirne chi tu se' che i vivi piedi così sicuro per lo 'nferno freghi Questi l'orme di cui pestar mi vedi tutto che nudo e dipelato vada fu di grado maggior che tu non credi nepote fu de la buona Gualdrada Guido Guerra ebbe nome e in sua vita fece col senno assai e con la spada L'altro ch'appresso me la rena trita è Tegghiaio Aldobrandi la cui voce nel mondo sù dovria esser gradita E io che posto son con loro in croce Iacopo Rusticucci fui e certo la fiera moglie più ch'altro mi nuoce,blank,Inferno,16
